Case,Region,Variable_French,Type,Year,Value
Avancées technologiques,Canada,Pétrole,Combustible Principal,2032,3235.105
Avancées technologiques,Canada,Pétrole,Combustible Principal,2033,3235.105
Avancées technologiques,Canada,Pétrole,Combustible Principal,2034,3235.105
Avancées technologiques,Canada,Pétrole,Combustible Principal,2035,3198.065
Avancées technologiques,Canada,Pétrole,Combustible Principal,2036,3198.065
Avancées technologiques,Canada,Pétrole,Combustible Principal,2037,3198.065
Avancées technologiques,Canada,Pétrole,Combustible Principal,2038,3238.065
Avancées technologiques,Canada,Pétrole,Combustible Principal,2039,3298.065
Avancées technologiques,Canada,Pétrole,Combustible Principal,2040,3298.065
Avancées technologiques,Québec,Pétrole,Combustible Principal,2005,1594.6299
Avancées technologiques,Québec,Pétrole,Combustible Principal,2006,1382.99
Avancées technologiques,Québec,Pétrole,Combustible Principal,2007,1382.99
Avancées technologiques,Québec,Pétrole,Combustible Principal,2008,1382.99
Avancées technologiques,Québec,Pétrole,Combustible Principal,2009,1382.99
Avancées technologiques,Québec,Pétrole,Combustible Principal,2010,1382.99
Avancées technologiques,Québec,Pétrole,Combustible Principal,2011,723.28
Avancées technologiques,Québec,Pétrole,Combustible Principal,2012,415.12
Avancées technologiques,Québec,Pétrole,Combustible Principal,2013,415.12
Avancées technologiques,Québec,Pétrole,Combustible Principal,2014,415.12
Avancées technologiques,Québec,Pétrole,Combustible Principal,2015,253.12
Avancées technologiques,Québec,Pétrole,Combustible Principal,2016,253.12
Avancées technologiques,Québec,Pétrole,Combustible Principal,2017,253.12
Avancées technologiques,Québec,Pétrole,Combustible Principal,2018,253.12
Avancées technologiques,Québec,Pétrole,Combustible Principal,2019,253.12
Avancées technologiques,Québec,Pétrole,Combustible Principal,2020,253.12
Avancées technologiques,Québec,Pétrole,Combustible Principal,2021,253.12
Avancées technologiques,Québec,Pétrole,Combustible Principal,2022,253.12
Avancées technologiques,Québec,Pétrole,Combustible Principal,2023,253.12
Avancées technologiques,Québec,Pétrole,Combustible Principal,2024,253.12
Avancées technologiques,Québec,Pétrole,Combustible Principal,2025,253.12
Avancées technologiques,Québec,Pétrole,Combustible Principal,2026,253.12
Avancées technologiques,Québec,Pétrole,Combustible Principal,2027,253.12
Avancées technologiques,Québec,Pétrole,Combustible Principal,2028,253.12
Avancées technologiques,Québec,Pétrole,Combustible Principal,2029,253.12
Avancées technologiques,Québec,Pétrole,Combustible Principal,2030,253.12
Avancées technologiques,Québec,Pétrole,Combustible Principal,2031,253.12
Avancées technologiques,Québec,Pétrole,Combustible Principal,2032,253.12
Avancées technologiques,Québec,Pétrole,Combustible Principal,2033,253.12
Avancées technologiques,Québec,Pétrole,Combustible Principal,2034,253.12
Avancées technologiques,Québec,Pétrole,Combustible Principal,2035,186.08
Avancées technologiques,Québec,Pétrole,Combustible Principal,2036,186.08
Avancées technologiques,Québec,Pétrole,Combustible Principal,2037,186.08
Avancées technologiques,Québec,Pétrole,Combustible Principal,2038,186.08
Avancées technologiques,Québec,Pétrole,Combustible Principal,2039,186.08
Avancées technologiques,Québec,Pétrole,Combustible Principal,2040,186.08
Avancées technologiques,Nouveau-Brunswick,Pétrole,Combustible Principal,2005,1593.04
Avancées technologiques,Nouveau-Brunswick,Pétrole,Combustible Principal,2006,1593.04
Avancées technologiques,Nouveau-Brunswick,Pétrole,Combustible Principal,2007,1593.04
Avancées technologiques,Nouveau-Brunswick,Pétrole,Combustible Principal,2008,1593.04
Avancées technologiques,Nouveau-Brunswick,Pétrole,Combustible Principal,2009,1593.04
Avancées technologiques,Nouveau-Brunswick,Pétrole,Combustible Principal,2010,1593.04
Avancées technologiques,Nouveau-Brunswick,Pétrole,Combustible Principal,2011,1593.04
Avancées technologiques,Nouveau-Brunswick,Pétrole,Combustible Principal,2012,1593.04
Avancées technologiques,Nouveau-Brunswick,Pétrole,Combustible Principal,2013,1593.04
Avancées technologiques,Nouveau-Brunswick,Pétrole,Combustible Principal,2014,1593.04
Avancées technologiques,Nouveau-Brunswick,Pétrole,Combustible Principal,2015,1593.04
Avancées technologiques,Nouveau-Brunswick,Pétrole,Combustible Principal,2016,1593.04
Avancées technologiques,Nouveau-Brunswick,Pétrole,Combustible Principal,2017,1593.04
Avancées technologiques,Nouveau-Brunswick,Pétrole,Combustible Principal,2018,1593.04
Avancées technologiques,Nouveau-Brunswick,Pétrole,Combustible Principal,2019,1593.04
Avancées technologiques,Nouveau-Brunswick,Pétrole,Combustible Principal,2020,1593.04
Avancées technologiques,Nouveau-Brunswick,Pétrole,Combustible Principal,2021,1593.04
Avancées technologiques,Nouveau-Brunswick,Pétrole,Combustible Principal,2022,1593.04
Avancées technologiques,Nouveau-Brunswick,Pétrole,Combustible Principal,2023,1593.04
Avancées technologiques,Nouveau-Brunswick,Pétrole,Combustible Principal,2024,1593.04
Avancées technologiques,Nouveau-Brunswick,Pétrole,Combustible Principal,2025,1593.04
Avancées technologiques,Nouveau-Brunswick,Pétrole,Combustible Principal,2026,1564.34
Avancées technologiques,Nouveau-Brunswick,Pétrole,Combustible Principal,2027,1564.34
Avancées technologiques,Nouveau-Brunswick,Pétrole,Combustible Principal,2028,1564.34
Avancées technologiques,Nouveau-Brunswick,Pétrole,Combustible Principal,2029,1564.34
Avancées technologiques,Nouveau-Brunswick,Pétrole,Combustible Principal,2030,1564.34
Avancées technologiques,Nouveau-Brunswick,Pétrole,Combustible Principal,2031,1564.34
Avancées technologiques,Nouveau-Brunswick,Pétrole,Combustible Principal,2032,1564.34
Avancées technologiques,Nouveau-Brunswick,Pétrole,Combustible Principal,2033,1564.34
Avancées technologiques,Nouveau-Brunswick,Pétrole,Combustible Principal,2034,1564.34
Avancées technologiques,Nouveau-Brunswick,Pétrole,Combustible Principal,2035,1564.34
Avancées technologiques,Nouveau-Brunswick,Pétrole,Combustible Principal,2036,1564.34
Avancées technologiques,Nouveau-Brunswick,Pétrole,Combustible Principal,2037,1564.34
Avancées technologiques,Nouveau-Brunswick,Pétrole,Combustible Principal,2038,1564.34
Avancées technologiques,Nouveau-Brunswick,Pétrole,Combustible Principal,2039,1564.34
Avancées technologiques,Nouveau-Brunswick,Pétrole,Combustible Principal,2040,1564.34
Avancées technologiques,Terre-Neuve-et-Labrador,Pétrole,Combustible Principal,2005,783.7
Avancées technologiques,Terre-Neuve-et-Labrador,Pétrole,Combustible Principal,2006,783.7
Avancées technologiques,Terre-Neuve-et-Labrador,Pétrole,Combustible Principal,2007,783.7
Avancées technologiques,Terre-Neuve-et-Labrador,Pétrole,Combustible Principal,2008,783.7
Avancées technologiques,Terre-Neuve-et-Labrador,Pétrole,Combustible Principal,2009,722.29
Avancées technologiques,Terre-Neuve-et-Labrador,Pétrole,Combustible Principal,2010,722.29
Avancées technologiques,Terre-Neuve-et-Labrador,Pétrole,Combustible Principal,2011,722.29
Avancées technologiques,Terre-Neuve-et-Labrador,Pétrole,Combustible Principal,2012,722.29
Avancées technologiques,Terre-Neuve-et-Labrador,Pétrole,Combustible Principal,2013,722.29
Avancées technologiques,Terre-Neuve-et-Labrador,Pétrole,Combustible Principal,2014,736.99
Avancées technologiques,Terre-Neuve-et-Labrador,Pétrole,Combustible Principal,2015,736.99
Avancées technologiques,Terre-Neuve-et-Labrador,Pétrole,Combustible Principal,2016,736.99
Avancées technologiques,Terre-Neuve-et-Labrador,Pétrole,Combustible Principal,2017,722.84
Avancées technologiques,Terre-Neuve-et-Labrador,Pétrole,Combustible Principal,2018,722.84
Avancées technologiques,Terre-Neuve-et-Labrador,Pétrole,Combustible Principal,2019,722.84
Avancées technologiques,Terre-Neuve-et-Labrador,Pétrole,Combustible Principal,2020,232.84
Avancées technologiques,Terre-Neuve-et-Labrador,Pétrole,Combustible Principal,2021,232.84
Avancées technologiques,Terre-Neuve-et-Labrador,Pétrole,Combustible Principal,2022,232.84
Avancées technologiques,Terre-Neuve-et-Labrador,Pétrole,Combustible Principal,2023,232.84
Avancées technologiques,Terre-Neuve-et-Labrador,Pétrole,Combustible Principal,2024,232.84
Avancées technologiques,Terre-Neuve-et-Labrador,Pétrole,Combustible Principal,2025,232.84
Avancées technologiques,Terre-Neuve-et-Labrador,Pétrole,Combustible Principal,2026,232.84
Avancées technologiques,Terre-Neuve-et-Labrador,Pétrole,Combustible Principal,2027,232.84
Avancées technologiques,Terre-Neuve-et-Labrador,Pétrole,Combustible Principal,2028,232.84
Avancées technologiques,Terre-Neuve-et-Labrador,Pétrole,Combustible Principal,2029,232.84
Avancées technologiques,Terre-Neuve-et-Labrador,Pétrole,Combustible Principal,2030,232.84
Avancées technologiques,Terre-Neuve-et-Labrador,Pétrole,Combustible Principal,2031,232.84
Avancées technologiques,Terre-Neuve-et-Labrador,Pétrole,Combustible Principal,2032,232.84
Avancées technologiques,Terre-Neuve-et-Labrador,Pétrole,Combustible Principal,2033,232.84
Avancées technologiques,Terre-Neuve-et-Labrador,Pétrole,Combustible Principal,2034,232.84
Avancées technologiques,Terre-Neuve-et-Labrador,Pétrole,Combustible Principal,2035,232.84
Avancées technologiques,Terre-Neuve-et-Labrador,Pétrole,Combustible Principal,2036,232.84
Avancées technologiques,Terre-Neuve-et-Labrador,Pétrole,Combustible Principal,2037,232.84
Avancées technologiques,Terre-Neuve-et-Labrador,Pétrole,Combustible Principal,2038,232.84
Avancées technologiques,Terre-Neuve-et-Labrador,Pétrole,Combustible Principal,2039,232.84
Avancées technologiques,Terre-Neuve-et-Labrador,Pétrole,Combustible Principal,2040,232.84
Avancées technologiques,Nouvelle-écosse,Pétrole,Combustible Principal,2005,222.3
Avancées technologiques,Nouvelle-écosse,Pétrole,Combustible Principal,2006,222.3
Avancées technologiques,Nouvelle-écosse,Pétrole,Combustible Principal,2007,222.3
Avancées technologiques,Nouvelle-écosse,Pétrole,Combustible Principal,2008,222.3
Avancées technologiques,Nouvelle-écosse,Pétrole,Combustible Principal,2009,222.3
Avancées technologiques,Nouvelle-écosse,Pétrole,Combustible Principal,2010,222.3
Avancées technologiques,Nouvelle-écosse,Pétrole,Combustible Principal,2011,222.3
Avancées technologiques,Nouvelle-écosse,Pétrole,Combustible Principal,2012,222.3
Avancées technologiques,Nouvelle-écosse,Pétrole,Combustible Principal,2013,222.3
Avancées technologiques,Nouvelle-écosse,Pétrole,Combustible Principal,2014,222.3
Avancées technologiques,Nouvelle-écosse,Pétrole,Combustible Principal,2015,222.3
Avancées technologiques,Nouvelle-écosse,Pétrole,Combustible Principal,2016,222.3
Avancées technologiques,Nouvelle-écosse,Pétrole,Combustible Principal,2017,222.3
Avancées technologiques,Nouvelle-écosse,Pétrole,Combustible Principal,2018,222.3
Avancées technologiques,Nouvelle-écosse,Pétrole,Combustible Principal,2019,222.3
Avancées technologiques,Nouvelle-écosse,Pétrole,Combustible Principal,2020,222.3
Avancées technologiques,Nouvelle-écosse,Pétrole,Combustible Principal,2021,222.3
Avancées technologiques,Nouvelle-écosse,Pétrole,Combustible Principal,2022,222.3
Avancées technologiques,Nouvelle-écosse,Pétrole,Combustible Principal,2023,222.3
Avancées technologiques,Nouvelle-écosse,Pétrole,Combustible Principal,2024,222.3
Avancées technologiques,Nouvelle-écosse,Pétrole,Combustible Principal,2025,222.3
Avancées technologiques,Nouvelle-écosse,Pétrole,Combustible Principal,2026,222.3
Avancées technologiques,Nouvelle-écosse,Pétrole,Combustible Principal,2027,222.3
Avancées technologiques,Nouvelle-écosse,Pétrole,Combustible Principal,2028,222.3
Avancées technologiques,Nouvelle-écosse,Pétrole,Combustible Principal,2029,222.3
Avancées technologiques,Nouvelle-écosse,Pétrole,Combustible Principal,2030,222.3
Avancées technologiques,Nouvelle-écosse,Pétrole,Combustible Principal,2031,222.3
Avancées technologiques,Nouvelle-écosse,Pétrole,Combustible Principal,2032,222.3
Avancées technologiques,Nouvelle-écosse,Pétrole,Combustible Principal,2033,222.3
Avancées technologiques,Nouvelle-écosse,Pétrole,Combustible Principal,2034,222.3
Avancées technologiques,Nouvelle-écosse,Pétrole,Combustible Principal,2035,222.3
Avancées technologiques,Nouvelle-écosse,Pétrole,Combustible Principal,2036,222.3
Avancées technologiques,Nouvelle-écosse,Pétrole,Combustible Principal,2037,222.3
Avancées technologiques,Nouvelle-écosse,Pétrole,Combustible Principal,2038,222.3
Avancées technologiques,Nouvelle-écosse,Pétrole,Combustible Principal,2039,222.3
Avancées technologiques,Nouvelle-écosse,Pétrole,Combustible Principal,2040,222.3
Avancées technologiques,Île-du-Prince-Édouard,Pétrole,Combustible Principal,2005,160.5
Avancées technologiques,Île-du-Prince-Édouard,Pétrole,Combustible Principal,2006,160.5
Avancées technologiques,Île-du-Prince-Édouard,Pétrole,Combustible Principal,2007,160.5
Avancées technologiques,Île-du-Prince-Édouard,Pétrole,Combustible Principal,2008,160.45
Avancées technologiques,Île-du-Prince-Édouard,Pétrole,Combustible Principal,2009,160
Avancées technologiques,Île-du-Prince-Édouard,Pétrole,Combustible Principal,2010,160.45
Avancées technologiques,Île-du-Prince-Édouard,Pétrole,Combustible Principal,2011,160.45
Avancées technologiques,Île-du-Prince-Édouard,Pétrole,Combustible Principal,2012,160.45
Avancées technologiques,Île-du-Prince-Édouard,Pétrole,Combustible Principal,2013,160.45
Avancées technologiques,Île-du-Prince-Édouard,Pétrole,Combustible Principal,2014,160.45
Avancées technologiques,Île-du-Prince-Édouard,Pétrole,Combustible Principal,2015,160.45
Avancées technologiques,Île-du-Prince-Édouard,Pétrole,Combustible Principal,2016,160.45
Avancées technologiques,Île-du-Prince-Édouard,Pétrole,Combustible Principal,2017,160.45
Avancées technologiques,Île-du-Prince-Édouard,Pétrole,Combustible Principal,2018,170.45
Avancées technologiques,Île-du-Prince-Édouard,Pétrole,Combustible Principal,2019,170.45
Avancées technologiques,Île-du-Prince-Édouard,Pétrole,Combustible Principal,2020,170.45
Avancées technologiques,Île-du-Prince-Édouard,Pétrole,Combustible Principal,2021,170.45
Avancées technologiques,Île-du-Prince-Édouard,Pétrole,Combustible Principal,2022,190.45
Avancées technologiques,Île-du-Prince-Édouard,Pétrole,Combustible Principal,2023,310.45
Avancées technologiques,Île-du-Prince-Édouard,Pétrole,Combustible Principal,2024,310.45
Avancées technologiques,Île-du-Prince-Édouard,Pétrole,Combustible Principal,2025,320.45
Avancées technologiques,Île-du-Prince-Édouard,Pétrole,Combustible Principal,2026,330.45
Avancées technologiques,Île-du-Prince-Édouard,Pétrole,Combustible Principal,2027,340.45
Avancées technologiques,Île-du-Prince-Édouard,Pétrole,Combustible Principal,2028,340.45
Avancées technologiques,Île-du-Prince-Édouard,Pétrole,Combustible Principal,2029,380.45
Avancées technologiques,Île-du-Prince-Édouard,Pétrole,Combustible Principal,2030,380.45
Avancées technologiques,Île-du-Prince-Édouard,Pétrole,Combustible Principal,2031,380.45
Avancées technologiques,Île-du-Prince-Édouard,Pétrole,Combustible Principal,2032,410.45
Avancées technologiques,Île-du-Prince-Édouard,Pétrole,Combustible Principal,2033,410.45
Avancées technologiques,Île-du-Prince-Édouard,Pétrole,Combustible Principal,2034,410.45
Avancées technologiques,Île-du-Prince-Édouard,Pétrole,Combustible Principal,2035,440.45
Avancées technologiques,Île-du-Prince-Édouard,Pétrole,Combustible Principal,2036,440.45
Avancées technologiques,Île-du-Prince-Édouard,Pétrole,Combustible Principal,2037,440.45
Avancées technologiques,Île-du-Prince-Édouard,Pétrole,Combustible Principal,2038,480.45
Avancées technologiques,Île-du-Prince-Édouard,Pétrole,Combustible Principal,2039,540.45
Avancées technologiques,Île-du-Prince-Édouard,Pétrole,Combustible Principal,2040,540.45
Avancées technologiques,Northwest Territories ,Pétrole,Combustible Principal,2005,121.7
