Sector,Case,Region,Variable_English,Year,Value,Sector2
Electric Generation,High Price,New Brunswick,Nuclear,2033,40.4489,Electric Generation
Electric Generation,High Price,New Brunswick,Nuclear,2034,40.4489,Electric Generation
Electric Generation,High Price,New Brunswick,Nuclear,2035,40.4489,Electric Generation
Electric Generation,High Price,New Brunswick,Nuclear,2036,40.4489,Electric Generation
Electric Generation,High Price,New Brunswick,Nuclear,2037,40.4489,Electric Generation
Electric Generation,High Price,New Brunswick,Nuclear,2038,40.4489,Electric Generation
Electric Generation,High Price,New Brunswick,Nuclear,2039,40.4489,Electric Generation
Electric Generation,High Price,New Brunswick,Nuclear,2040,40.4489,Electric Generation
Electric Generation,High Price,New Brunswick,Other Renewables and Landfill Gas,2005,15.6379,Electric Generation
Electric Generation,High Price,New Brunswick,Other Renewables and Landfill Gas,2006,15.6379,Electric Generation
Electric Generation,High Price,New Brunswick,Other Renewables and Landfill Gas,2007,15.638,Electric Generation
Electric Generation,High Price,New Brunswick,Other Renewables and Landfill Gas,2008,13.8784,Electric Generation
Electric Generation,High Price,New Brunswick,Other Renewables and Landfill Gas,2009,11.9828,Electric Generation
Electric Generation,High Price,New Brunswick,Other Renewables and Landfill Gas,2010,17.02,Electric Generation
Electric Generation,High Price,New Brunswick,Other Renewables and Landfill Gas,2011,26.3821,Electric Generation
Electric Generation,High Price,New Brunswick,Other Renewables and Landfill Gas,2012,27.2936,Electric Generation
Electric Generation,High Price,New Brunswick,Other Renewables and Landfill Gas,2013,24.0695,Electric Generation
Electric Generation,High Price,New Brunswick,Other Renewables and Landfill Gas,2014,24.2453,Electric Generation
Electric Generation,High Price,New Brunswick,Other Renewables and Landfill Gas,2015,26.7348,Electric Generation
Electric Generation,High Price,New Brunswick,Other Renewables and Landfill Gas,2016,22.5321,Electric Generation
Electric Generation,High Price,New Brunswick,Other Renewables and Landfill Gas,2017,8.9432,Electric Generation
Electric Generation,High Price,New Brunswick,Other Renewables and Landfill Gas,2018,8.9432,Electric Generation
Electric Generation,High Price,New Brunswick,Other Renewables and Landfill Gas,2019,8.9432,Electric Generation
Electric Generation,High Price,New Brunswick,Other Renewables and Landfill Gas,2020,9.2388,Electric Generation
Electric Generation,High Price,New Brunswick,Other Renewables and Landfill Gas,2021,9.2387,Electric Generation
Electric Generation,High Price,New Brunswick,Other Renewables and Landfill Gas,2022,9.2389,Electric Generation
Electric Generation,High Price,New Brunswick,Other Renewables and Landfill Gas,2023,9.2387,Electric Generation
Electric Generation,High Price,New Brunswick,Other Renewables and Landfill Gas,2024,9.2388,Electric Generation
Electric Generation,High Price,New Brunswick,Other Renewables and Landfill Gas,2025,10.1843,Electric Generation
Electric Generation,High Price,New Brunswick,Other Renewables and Landfill Gas,2026,10.1847,Electric Generation
Electric Generation,High Price,New Brunswick,Other Renewables and Landfill Gas,2027,10.1853,Electric Generation
Electric Generation,High Price,New Brunswick,Other Renewables and Landfill Gas,2028,10.185,Electric Generation
Electric Generation,High Price,New Brunswick,Other Renewables and Landfill Gas,2029,10.1852,Electric Generation
Electric Generation,High Price,New Brunswick,Other Renewables and Landfill Gas,2030,11.1306,Electric Generation
Electric Generation,High Price,New Brunswick,Other Renewables and Landfill Gas,2031,11.1307,Electric Generation
Electric Generation,High Price,New Brunswick,Other Renewables and Landfill Gas,2032,11.1311,Electric Generation
Electric Generation,High Price,New Brunswick,Other Renewables and Landfill Gas,2033,11.1324,Electric Generation
Electric Generation,High Price,New Brunswick,Other Renewables and Landfill Gas,2034,11.1325,Electric Generation
Electric Generation,High Price,New Brunswick,Other Renewables and Landfill Gas,2035,11.1324,Electric Generation
Electric Generation,High Price,New Brunswick,Other Renewables and Landfill Gas,2036,11.1324,Electric Generation
Electric Generation,High Price,New Brunswick,Other Renewables and Landfill Gas,2037,11.1325,Electric Generation
Electric Generation,High Price,New Brunswick,Other Renewables and Landfill Gas,2038,11.1324,Electric Generation
Electric Generation,High Price,New Brunswick,Other Renewables and Landfill Gas,2039,11.1324,Electric Generation
Electric Generation,High Price,New Brunswick,Other Renewables and Landfill Gas,2040,11.1555,Electric Generation
Less Electricity Secondary Demand,High Price,New Brunswick,Total,2005,57.0068,Less Electricity Secondary Demand
Less Electricity Secondary Demand,High Price,New Brunswick,Total,2006,48.5823,Less Electricity Secondary Demand
Less Electricity Secondary Demand,High Price,New Brunswick,Total,2007,53.3022,Less Electricity Secondary Demand
Less Electricity Secondary Demand,High Price,New Brunswick,Total,2008,48.6559,Less Electricity Secondary Demand
Less Electricity Secondary Demand,High Price,New Brunswick,Total,2009,47.0253,Less Electricity Secondary Demand
Less Electricity Secondary Demand,High Price,New Brunswick,Total,2010,44.7447,Less Electricity Secondary Demand
Less Electricity Secondary Demand,High Price,New Brunswick,Total,2011,47.337,Less Electricity Secondary Demand
Less Electricity Secondary Demand,High Price,New Brunswick,Total,2012,46.0614,Less Electricity Secondary Demand
Less Electricity Secondary Demand,High Price,New Brunswick,Total,2013,44.8764,Less Electricity Secondary Demand
Less Electricity Secondary Demand,High Price,New Brunswick,Total,2014,46.4458,Less Electricity Secondary Demand
Less Electricity Secondary Demand,High Price,New Brunswick,Total,2015,48.3823,Less Electricity Secondary Demand
Less Electricity Secondary Demand,High Price,New Brunswick,Total,2016,47.5546,Less Electricity Secondary Demand
Less Electricity Secondary Demand,High Price,New Brunswick,Total,2017,47.594,Less Electricity Secondary Demand
Less Electricity Secondary Demand,High Price,New Brunswick,Total,2018,47.6947,Less Electricity Secondary Demand
Less Electricity Secondary Demand,High Price,New Brunswick,Total,2019,47.5506,Less Electricity Secondary Demand
Less Electricity Secondary Demand,High Price,New Brunswick,Total,2020,47.3159,Less Electricity Secondary Demand
Less Electricity Secondary Demand,High Price,New Brunswick,Total,2021,47.1451,Less Electricity Secondary Demand
Less Electricity Secondary Demand,High Price,New Brunswick,Total,2022,46.8598,Less Electricity Secondary Demand
Less Electricity Secondary Demand,High Price,New Brunswick,Total,2023,46.9767,Less Electricity Secondary Demand
Less Electricity Secondary Demand,High Price,New Brunswick,Total,2024,46.8417,Less Electricity Secondary Demand
Less Electricity Secondary Demand,High Price,New Brunswick,Total,2025,46.6036,Less Electricity Secondary Demand
Less Electricity Secondary Demand,High Price,New Brunswick,Total,2026,46.43,Less Electricity Secondary Demand
Less Electricity Secondary Demand,High Price,New Brunswick,Total,2027,46.2129,Less Electricity Secondary Demand
Less Electricity Secondary Demand,High Price,New Brunswick,Total,2028,45.9392,Less Electricity Secondary Demand
Less Electricity Secondary Demand,High Price,New Brunswick,Total,2029,45.8103,Less Electricity Secondary Demand
Less Electricity Secondary Demand,High Price,New Brunswick,Total,2030,45.65,Less Electricity Secondary Demand
Less Electricity Secondary Demand,High Price,New Brunswick,Total,2031,45.5552,Less Electricity Secondary Demand
Less Electricity Secondary Demand,High Price,New Brunswick,Total,2032,45.4286,Less Electricity Secondary Demand
Less Electricity Secondary Demand,High Price,New Brunswick,Total,2033,45.2856,Less Electricity Secondary Demand
Less Electricity Secondary Demand,High Price,New Brunswick,Total,2034,45.1674,Less Electricity Secondary Demand
Less Electricity Secondary Demand,High Price,New Brunswick,Total,2035,44.9838,Less Electricity Secondary Demand
Less Electricity Secondary Demand,High Price,New Brunswick,Total,2036,44.7832,Less Electricity Secondary Demand
Less Electricity Secondary Demand,High Price,New Brunswick,Total,2037,44.5978,Less Electricity Secondary Demand
Less Electricity Secondary Demand,High Price,New Brunswick,Total,2038,44.342,Less Electricity Secondary Demand
Less Electricity Secondary Demand,High Price,New Brunswick,Total,2039,44.0797,Less Electricity Secondary Demand
Less Electricity Secondary Demand,High Price,New Brunswick,Total,2040,43.761,Less Electricity Secondary Demand
Primary Demand,High Price,New Brunswick,Total,2005,366.6543,Primary Demand
Primary Demand,High Price,New Brunswick,Total,2006,376.1176,Primary Demand
Primary Demand,High Price,New Brunswick,Total,2007,379.6216,Primary Demand
Primary Demand,High Price,New Brunswick,Total,2008,340.9251,Primary Demand
Primary Demand,High Price,New Brunswick,Total,2009,320.6835,Primary Demand
Primary Demand,High Price,New Brunswick,Total,2010,331.5116,Primary Demand
Primary Demand,High Price,New Brunswick,Total,2011,354.4967,Primary Demand
Primary Demand,High Price,New Brunswick,Total,2012,330.8429,Primary Demand
Primary Demand,High Price,New Brunswick,Total,2013,339.9888,Primary Demand
Primary Demand,High Price,New Brunswick,Total,2014,314.7753,Primary Demand
Primary Demand,High Price,New Brunswick,Total,2015,292.4614,Primary Demand
Primary Demand,High Price,New Brunswick,Total,2016,327.7929,Primary Demand
Primary Demand,High Price,New Brunswick,Total,2017,288.0327,Primary Demand
Primary Demand,High Price,New Brunswick,Total,2018,288.7606,Primary Demand
Primary Demand,High Price,New Brunswick,Total,2019,277.0633,Primary Demand
Primary Demand,High Price,New Brunswick,Total,2020,262.4616,Primary Demand
Primary Demand,High Price,New Brunswick,Total,2021,260.6831,Primary Demand
Primary Demand,High Price,New Brunswick,Total,2022,254.6539,Primary Demand
Primary Demand,High Price,New Brunswick,Total,2023,257.8081,Primary Demand
Primary Demand,High Price,New Brunswick,Total,2024,256.394,Primary Demand
Primary Demand,High Price,New Brunswick,Total,2025,266.1065,Primary Demand
Primary Demand,High Price,New Brunswick,Total,2026,241.3961,Primary Demand
Primary Demand,High Price,New Brunswick,Total,2027,227.1782,Primary Demand
Primary Demand,High Price,New Brunswick,Total,2028,224.5036,Primary Demand
Primary Demand,High Price,New Brunswick,Total,2029,223.9693,Primary Demand
Primary Demand,High Price,New Brunswick,Total,2030,225.9469,Primary Demand
Primary Demand,High Price,New Brunswick,Total,2031,223.6895,Primary Demand
Primary Demand,High Price,New Brunswick,Total,2032,223.2228,Primary Demand
Primary Demand,High Price,New Brunswick,Total,2033,222.7653,Primary Demand
Primary Demand,High Price,New Brunswick,Total,2034,222.306,Primary Demand
Primary Demand,High Price,New Brunswick,Total,2035,221.7837,Primary Demand
Primary Demand,High Price,New Brunswick,Total,2036,221.2369,Primary Demand
Primary Demand,High Price,New Brunswick,Total,2037,220.6858,Primary Demand
Primary Demand,High Price,New Brunswick,Total,2038,220.0021,Primary Demand
Primary Demand,High Price,New Brunswick,Total,2039,219.3801,Primary Demand
Primary Demand,High Price,New Brunswick,Total,2040,214.9139,Primary Demand
Primary Demand,High Price,New Brunswick,Natural Gas,2005,29.0076,Primary Demand
Primary Demand,High Price,New Brunswick,Natural Gas,2006,31.579,Primary Demand
Primary Demand,High Price,New Brunswick,Natural Gas,2007,32.33,Primary Demand
Primary Demand,High Price,New Brunswick,Natural Gas,2008,51.6009,Primary Demand
Primary Demand,High Price,New Brunswick,Natural Gas,2009,33.845,Primary Demand
Primary Demand,High Price,New Brunswick,Natural Gas,2010,37.1453,Primary Demand
Primary Demand,High Price,New Brunswick,Natural Gas,2011,41.2919,Primary Demand
Primary Demand,High Price,New Brunswick,Natural Gas,2012,41.3069,Primary Demand
Primary Demand,High Price,New Brunswick,Natural Gas,2013,44.7513,Primary Demand
Primary Demand,High Price,New Brunswick,Natural Gas,2014,40.09,Primary Demand
Primary Demand,High Price,New Brunswick,Natural Gas,2015,39.1048,Primary Demand
Primary Demand,High Price,New Brunswick,Natural Gas,2016,36.8538,Primary Demand
Primary Demand,High Price,New Brunswick,Natural Gas,2017,36.325,Primary Demand
Primary Demand,High Price,New Brunswick,Natural Gas,2018,36.6874,Primary Demand
Primary Demand,High Price,New Brunswick,Natural Gas,2019,36.4249,Primary Demand
Primary Demand,High Price,New Brunswick,Natural Gas,2020,36.482,Primary Demand
Primary Demand,High Price,New Brunswick,Natural Gas,2021,36.5063,Primary Demand
Primary Demand,High Price,New Brunswick,Natural Gas,2022,36.5999,Primary Demand
Primary Demand,High Price,New Brunswick,Natural Gas,2023,36.6625,Primary Demand
Primary Demand,High Price,New Brunswick,Natural Gas,2024,36.6925,Primary Demand
Primary Demand,High Price,New Brunswick,Natural Gas,2025,36.7222,Primary Demand
Primary Demand,High Price,New Brunswick,Natural Gas,2026,36.8903,Primary Demand
Primary Demand,High Price,New Brunswick,Natural Gas,2027,22.397,Primary Demand
Primary Demand,High Price,New Brunswick,Natural Gas,2028,21.0771,Primary Demand
Primary Demand,High Price,New Brunswick,Natural Gas,2029,20.9392,Primary Demand
Primary Demand,High Price,New Brunswick,Natural Gas,2030,20.8152,Primary Demand
Primary Demand,High Price,New Brunswick,Natural Gas,2031,20.8595,Primary Demand
Primary Demand,High Price,New Brunswick,Natural Gas,2032,20.9401,Primary Demand
Primary Demand,High Price,New Brunswick,Natural Gas,2033,20.9133,Primary Demand
Primary Demand,High Price,New Brunswick,Natural Gas,2034,20.8989,Primary Demand
Primary Demand,High Price,New Brunswick,Natural Gas,2035,20.8568,Primary Demand
Primary Demand,High Price,New Brunswick,Natural Gas,2036,20.8886,Primary Demand
Primary Demand,High Price,New Brunswick,Natural Gas,2037,20.8387,Primary Demand
Primary Demand,High Price,New Brunswick,Natural Gas,2038,20.771,Primary Demand
Primary Demand,High Price,New Brunswick,Natural Gas,2039,20.7803,Primary Demand
Primary Demand,High Price,New Brunswick,Natural Gas,2040,16.925,Primary Demand
Primary Demand,High Price,New Brunswick,RPP,2005,193.1318,Primary Demand
Primary Demand,High Price,New Brunswick,RPP,2006,203.9131,Primary Demand
Primary Demand,High Price,New Brunswick,RPP,2007,204.1122,Primary Demand
Primary Demand,High Price,New Brunswick,RPP,2008,195.3352,Primary Demand
Primary Demand,High Price,New Brunswick,RPP,2009,219.428,Primary Demand
Primary Demand,High Price,New Brunswick,RPP,2010,223.094,Primary Demand
Primary Demand,High Price,New Brunswick,RPP,2011,232.1698,Primary Demand
Primary Demand,High Price,New Brunswick,RPP,2012,212.9714,Primary Demand
Primary Demand,High Price,New Brunswick,RPP,2013,163.6189,Primary Demand
Primary Demand,High Price,New Brunswick,RPP,2014,153.4688,Primary Demand
Primary Demand,High Price,New Brunswick,RPP,2015,145.7951,Primary Demand
Primary Demand,High Price,New Brunswick,RPP,2016,153.7366,Primary Demand
Primary Demand,High Price,New Brunswick,RPP,2017,146.6996,Primary Demand
Primary Demand,High Price,New Brunswick,RPP,2018,146.9931,Primary Demand
Primary Demand,High Price,New Brunswick,RPP,2019,141.2534,Primary Demand
Primary Demand,High Price,New Brunswick,RPP,2020,135.4283,Primary Demand
Primary Demand,High Price,New Brunswick,RPP,2021,133.7756,Primary Demand
Primary Demand,High Price,New Brunswick,RPP,2022,130.7572,Primary Demand
Primary Demand,High Price,New Brunswick,RPP,2023,130.9106,Primary Demand
Primary Demand,High Price,New Brunswick,RPP,2024,129.5057,Primary Demand
Primary Demand,High Price,New Brunswick,RPP,2025,131.2807,Primary Demand
Primary Demand,High Price,New Brunswick,RPP,2026,122.7114,Primary Demand
Primary Demand,High Price,New Brunswick,RPP,2027,122.5141,Primary Demand
Primary Demand,High Price,New Brunswick,RPP,2028,122.4617,Primary Demand
Primary Demand,High Price,New Brunswick,RPP,2029,122.0499,Primary Demand
Primary Demand,High Price,New Brunswick,RPP,2030,121.8695,Primary Demand
Primary Demand,High Price,New Brunswick,RPP,2031,119.9406,Primary Demand
Primary Demand,High Price,New Brunswick,RPP,2032,119.4063,Primary Demand
